OID_,Field1,cntNo,id,date,timeX,time,lat,lon,tempC,extTemp,activity,speedKm,dir,altM,cov,hdop,distM,count,fileName,insideKNP,idF,dateTime,label
10049,24595,24595,SAT2039,2017/08/31 00:00,1899/12/31 00:00:00,19:33:33,-25.1876,31.7088,19.5,0,0,0,0,310,3,5,2386,2249,SAT 2039.xlsx,Y,SAT2039,2017/08/31 00:00,0
10050,24596,24596,SAT2039,2017/08/31 00:00,1899/12/31 00:00:00,20:33:31,-25.1735,31.708883,20,0,0,0,0,311,0,4,1570,2250,SAT 2039.xlsx,Y,SAT2039,2017/08/31 00:00,0
10051,24597,24597,SAT2039,2017/08/31 00:00,1899/12/31 00:00:00,21:33:24,-25.172183,31.708683,20.5,0,0,0,0,356,3,2,148,2251,SAT 2039.xlsx,Y,SAT2039,2017/08/31 00:00,1
10052,24598,24598,SAT2039,2017/08/31 00:00,1899/12/31 00:00:00,22:34:27,-25.17195,31.708533,21.5,0,0,0,0,345,2,1,30,2252,SAT 2039.xlsx,Y,SAT2039,2017/08/31 00:00,1
10053,24600,24600,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,00:33:32,-25.172283,31.7088,21,0,0,0,0,336,3,2,46,2254,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,1
10054,24601,24601,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,01:33:42,-25.170917,31.710633,19.5,0,0,0,0,372,4,2,239,2255,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,1
10055,24602,24602,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,03:33:31,-25.171083,31.709633,19.5,0,0,0,0,352,1,1,102,2256,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,1
10056,24603,24603,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,04:33:32,-25.168083,31.698333,18,0,0,0,0,315,5,2,1186,2257,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,1
10057,24604,24604,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,05:33:56,-25.166567,31.698217,18,0,0,0,0,307,5,1,169,2258,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,1
10058,24606,24606,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,06:33:32,-25.164567,31.697433,18,0,0,0,0,317,5,3,236,2260,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,1
10059,24607,24607,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,07:33:27,-25.165083,31.6984,18,0,0,0,0,327,3,2,113,2261,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,1
10060,24609,24609,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,08:33:34,-25.16275,31.69795,20.5,0,0,0,0,321,0,4,264,2263,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,0
10061,24611,24611,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,10:33:32,-25.162883,31.6974,27,0,0,0,0,307,5,1,57,2265,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,1
10062,24613,24613,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,12:33:57,-25.162883,31.69735,27,0,0,0,0,298,0,1,10,2267,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,1
10063,24614,24614,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,13:34:35,-25.1627,31.69745,26,0,0,0,0,327,0,1,23,2268,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,0
10064,24615,24615,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,14:34:06,-25.162067,31.698217,24.5,0,0,0,0,329,0,8,105,2269,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,0
10065,24616,24616,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,15:33:27,-25.16255,31.6978,24,0,0,0,0,289,5,1,68,2270,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,1
10066,24617,24617,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,16:34:01,-25.162533,31.697533,23,0,0,0,0,306,0,1,27,2271,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,0
10067,24618,24618,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,17:33:21,-25.1626,31.6978,23,0,0,0,0,318,5,3,28,2272,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,0
10068,24619,24619,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,18:33:20,-25.16485,31.698983,22,0,0,0,0,279,5,2,277,2273,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,0
10069,24620,24620,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,19:33:32,-25.167933,31.699817,22,0,0,0,0,314,0,2,353,2274,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,0
10070,24622,24622,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,22:33:34,-25.16805,31.699817,23,0,0,0,0,306,0,1,20,2276,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,0
10071,24623,24623,SAT2039,2017/09/01 00:00,1899/12/31 00:00:00,23:33:16,-25.168617,31.7016,20,0,0,0,0,317,5,2,190,2277,SAT 2039.xlsx,Y,SAT2039,2017/09/01 00:00,1
10072,24624,24624,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,00:33:31,-25.1688,31.702583,17.5,0,0,0,0,321,1,1,101,2278,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,1
10073,24625,24625,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,01:33:32,-25.168883,31.702733,17.5,0,0,0,0,316,0,2,18,2279,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10074,24626,24626,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,02:33:32,-25.168767,31.702667,18.5,0,0,0,0,337,0,2,15,2280,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10075,24628,24628,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,04:33:32,-25.168867,31.7028,19,0,0,0,0,334,5,1,18,2282,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10076,24629,24629,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,05:33:33,-25.166917,31.701783,16,0,0,0,0,312,5,1,240,2283,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,1
10077,24630,24630,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,06:33:51,-25.16765,31.701333,15.5,0,0,0,0,309,3,2,93,2284,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,1
10078,24631,24631,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,07:33:59,-25.167783,31.700483,18.5,0,0,0,0,311,0,2,87,2285,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10079,24632,24632,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,08:33:54,-25.1676,31.7005,21.5,0,0,0,0,306,5,2,20,2286,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10080,24633,24633,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,09:33:32,-25.167617,31.700633,28.5,0,0,0,0,313,1,2,14,2287,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10081,24634,24634,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,10:33:55,-25.167617,31.700533,37.5,0,0,0,0,315,0,2,10,2288,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10082,24636,24636,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,12:33:41,-25.16805,31.700433,31.5,0,0,0,0,306,0,2,49,2290,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10083,24637,24637,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,13:34:03,-25.167817,31.700667,34.5,0,0,0,0,315,2,1,35,2291,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10084,24638,24638,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,14:34:05,-25.1689,31.70175,29.5,0,0,0,0,331,3,2,163,2292,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,1
10085,24639,24639,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,15:33:32,-25.168383,31.70225,29.5,0,0,0,0,327,5,1,76,2293,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,1
10086,24640,24640,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,16:34:32,-25.1684,31.70305,31,0,0,0,0,326,3,1,81,2294,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10087,24641,24641,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,17:33:22,-25.170567,31.709183,25.5,0,0,0,0,353,0,1,663,2295,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10088,24642,24642,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,18:33:19,-25.18235,31.709,22,0,0,0,0,326,5,3,1312,2296,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10089,24643,24643,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,19:33:32,-25.200183,31.714867,20.5,0,0,0,0,279,0,1,2071,2297,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,1
10090,24644,24644,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,20:33:39,-25.185933,31.712217,19.5,0,0,0,0,306,0,5,1609,2298,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,0
10091,24645,24645,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,21:33:32,-25.17445,31.713767,19.5,0,0,0,0,323,0,1,1288,2299,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,1
10092,24646,24646,SAT2039,2017/09/02 00:00,1899/12/31 00:00:00,22:33:31,-25.169983,31.71205,19,0,0,0,0,352,1,1,526,2300,SAT 2039.xlsx,Y,SAT2039,2017/09/02 00:00,1
10093,24647,24647,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,00:34:04,-25.169867,31.711167,22,0,0,0,0,353,2,3,90,2301,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,1
10094,24648,24648,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,01:33:22,-25.17005,31.711433,20.5,0,0,0,0,318,0,4,34,2302,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,1
10095,24649,24649,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,02:34:33,-25.1695,31.712533,18,0,0,0,0,354,0,4,127,2303,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,1
10096,24650,24650,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,03:33:54,-25.167,31.714483,15.5,0,0,0,0,333,5,1,341,2304,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,1
10097,24651,24651,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,04:33:31,-25.166617,31.714683,16,0,0,0,0,328,0,2,47,2305,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10098,24653,24653,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,06:34:03,-25.1663,31.714267,19,0,0,0,0,344,5,1,56,2307,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10099,24654,24654,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,07:33:29,-25.163967,31.716383,19.5,0,0,0,0,308,0,1,336,2308,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10100,24655,24655,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,08:33:42,-25.163683,31.717117,23,0,0,0,0,351,0,4,80,2309,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10101,24656,24656,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,09:34:22,-25.162717,31.717683,27,0,0,0,0,308,0,1,122,2310,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10102,24657,24657,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,10:33:20,-25.1622,31.71735,35,0,0,0,0,331,5,2,67,2311,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,1
10103,24659,24659,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,12:33:32,-25.162267,31.71735,38,0,0,0,0,325,2,3,11,2313,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10104,24660,24660,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,13:33:50,-25.16215,31.7175,36.5,0,0,0,0,329,0,2,20,2314,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10105,24662,24662,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,15:33:26,-25.16255,31.717383,32.5,0,0,0,0,340,0,2,38,2316,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,1
10106,24663,24663,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,16:33:57,-25.16425,31.71655,33,0,0,0,0,322,5,4,207,2317,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10107,24664,24664,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,17:33:35,-25.164467,31.716317,26.5,0,0,0,0,328,1,2,34,2318,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,1
10108,24665,24665,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,18:34:03,-25.165733,31.715167,23.5,0,0,0,0,339,0,5,183,2319,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10109,24666,24666,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,19:33:51,-25.16585,31.715283,23.5,0,0,0,0,336,0,3,18,2320,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,1
10110,24667,24667,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,20:33:43,-25.1657,31.715283,23.5,0,0,0,0,291,0,2,17,2321,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10111,24668,24668,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,21:33:26,-25.165733,31.715783,22.5,0,0,0,0,348,3,4,51,2322,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,1
10112,24669,24669,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,22:33:56,-25.166683,31.718283,20,0,0,0,0,323,4,1,273,2323,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10113,24670,24670,SAT2039,2017/09/03 00:00,1899/12/31 00:00:00,23:33:35,-25.167383,31.71785,20.5,0,0,0,0,338,4,4,89,2324,SAT 2039.xlsx,Y,SAT2039,2017/09/03 00:00,0
10114,24674,24674,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,03:33:11,-25.16755,31.717667,19.5,0,0,0,0,315,0,1,21,2328,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,1
10115,24675,24675,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,04:33:24,-25.16755,31.718133,18.5,0,0,0,0,365,5,2,47,2329,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,1
10116,24676,24676,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,06:34:31,-25.1674,31.717817,20.5,0,0,0,0,324,4,1,36,2330,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,0
10117,24677,24677,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,07:33:10,-25.166533,31.7183,22.5,0,0,0,0,316,1,1,108,2331,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,0
10118,24678,24678,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,08:33:32,-25.166567,31.717983,25,0,0,0,0,321,0,2,32,2332,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,0
10119,24679,24679,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,09:33:46,-25.166467,31.71765,27.5,0,0,0,0,253,5,11,35,2333,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,0
10120,24680,24680,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,10:33:50,-25.166283,31.715683,29.5,0,0,0,0,327,0,1,199,2334,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,0
10121,24682,24682,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,12:33:24,-25.166217,31.715733,30,0,0,0,0,325,0,1,11,2336,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,1
10122,24683,24683,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,13:33:54,-25.166283,31.715817,31,0,0,0,0,329,2,2,11,2337,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,0
10123,24684,24684,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,16:34:32,-25.16965,31.715467,32,0,0,0,0,319,5,1,376,2338,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,1
10124,24685,24685,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,17:33:25,-25.171967,31.713367,28,0,0,0,0,358,5,2,334,2339,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,0
10125,24686,24686,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,18:33:17,-25.18165,31.70905,23.5,0,0,0,0,337,5,3,1162,2340,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,0
10126,24687,24687,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,19:34:20,-25.19925,31.71465,20,0,0,0,0,281,3,3,2039,2341,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,1
10127,24689,24689,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,21:33:56,-25.177017,31.70465,18,0,0,0,0,314,4,2,2672,2343,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,1
10128,24690,24690,SAT2039,2017/09/04 00:00,1899/12/31 00:00:00,23:33:32,-25.174617,31.705783,18,0,0,0,0,318,5,1,291,2344,SAT 2039.xlsx,Y,SAT2039,2017/09/04 00:00,1
10129,24691,24691,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,01:33:26,-25.17245,31.705,18.5,0,0,0,0,340,4,1,254,2345,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,0
10130,24692,24692,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,03:34:31,-25.172117,31.705267,21.5,0,0,0,0,335,0,1,46,2346,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,1
10131,24693,24693,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,04:34:06,-25.171233,31.704883,16.5,0,0,0,0,316,2,3,106,2347,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,1
10132,24695,24695,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,06:33:55,-25.167117,31.70175,19,0,0,0,0,312,0,1,556,2349,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,0
10133,24696,24696,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,07:33:51,-25.1672,31.700383,21.5,0,0,0,0,323,0,2,138,2350,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,0
10134,24697,24697,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,08:34:01,-25.167483,31.699933,26,0,0,0,0,314,0,1,55,2351,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,0
10135,24698,24698,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,11:33:32,-25.164383,31.69735,30.5,0,0,0,0,300,3,2,432,2352,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,0
10136,24701,24701,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,16:34:27,-25.164667,31.69735,35.5,0,0,0,0,311,3,3,31,2355,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,0
10137,24702,24702,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,17:33:30,-25.165233,31.696917,30,0,0,0,0,310,5,2,77,2356,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,1
10138,24703,24703,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,18:33:24,-25.16725,31.698533,26,0,0,0,0,312,5,5,277,2357,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,0
10139,24704,24704,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,19:34:53,-25.168383,31.69915,24,0,0,0,0,309,0,2,141,2358,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,0
10140,24705,24705,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,20:33:34,-25.168583,31.699167,23.5,0,0,0,0,320,2,1,22,2359,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,0
10141,24707,24707,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,22:33:32,-25.170567,31.703933,23.5,0,0,0,0,342,0,1,533,2361,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,1
10142,24708,24708,SAT2039,2017/09/05 00:00,1899/12/31 00:00:00,23:33:34,-25.17055,31.7041,24,0,0,0,0,322,0,1,17,2362,SAT 2039.xlsx,Y,SAT2039,2017/09/05 00:00,1
10143,24709,24709,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,00:34:50,-25.170783,31.704017,24.5,0,0,0,0,364,0,7,27,2363,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,0
10144,24710,24710,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,01:33:31,-25.171267,31.7048,22.5,0,0,0,0,319,0,1,96,2364,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,0
10145,24711,24711,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,02:33:24,-25.171617,31.7064,21,0,0,0,0,375,3,2,166,2365,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,1
10146,24712,24712,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,04:33:31,-25.171733,31.707233,22.5,0,0,0,0,342,0,3,85,2366,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,0
10147,24713,24713,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,06:33:56,-25.171833,31.707767,20.5,0,0,0,0,335,0,1,55,2367,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,1
10148,24714,24714,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,07:33:26,-25.1713,31.70365,21.5,0,0,0,0,282,5,1,419,2368,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,0
10149,24715,24715,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,08:33:16,-25.166433,31.698033,29,0,0,0,0,314,5,2,783,2369,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,0
10150,24716,24716,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,09:33:32,-25.16445,31.69745,29.5,0,0,0,0,312,2,5,228,2370,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,1
10151,24717,24717,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,10:33:49,-25.164333,31.697333,33,0,0,0,0,315,5,3,18,2371,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,1
10152,24721,24721,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,14:33:16,-25.1644,31.697467,35.5,0,0,0,0,303,0,2,14,2375,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,1
10153,24723,24723,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,16:34:31,-25.165417,31.697483,38,0,0,0,0,316,2,2,115,2377,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,0
10154,24724,24724,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,17:33:26,-25.17125,31.702933,33,0,0,0,0,303,1,2,850,2378,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,0
10155,24725,24725,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,18:33:19,-25.17845,31.7043,29,0,0,0,0,305,3,3,813,2379,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,0
10156,24726,24726,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,19:33:56,-25.198767,31.714033,20.5,0,0,0,0,283,5,1,2465,2380,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,1
10157,24727,24727,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,20:33:35,-25.19855,31.714317,21.5,0,0,0,0,298,1,1,37,2381,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,1
10158,24728,24728,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,21:33:28,-25.174383,31.711067,22,0,0,0,0,339,5,1,2710,2382,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,0
10159,24729,24729,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,22:33:57,-25.174017,31.71105,22.5,0,0,0,0,358,5,1,41,2383,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,1
10160,24730,24730,SAT2039,2017/09/06 00:00,1899/12/31 00:00:00,23:33:21,-25.173533,31.710817,21.5,0,0,0,0,358,4,20,59,2384,SAT 2039.xlsx,Y,SAT2039,2017/09/06 00:00,1
10161,24731,24731,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,03:33:50,-25.1717,31.71055,21.5,0,0,0,0,347,0,3,206,2385,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,0
10162,24732,24732,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,04:33:38,-25.1699,31.709083,19,0,0,0,0,354,1,3,249,2386,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,0
10163,24733,24733,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,05:33:32,-25.168283,31.709267,18,0,0,0,0,324,4,2,181,2387,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,1
10164,24734,24734,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,06:33:31,-25.163033,31.708317,17,0,0,0,0,334,4,2,592,2388,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,0
10165,24735,24735,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,07:33:56,-25.160533,31.7063,24,0,0,0,0,302,1,3,345,2389,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,0
10166,24736,24736,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,08:33:32,-25.160333,31.705867,28,0,0,0,0,314,5,1,49,2390,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,0
10167,24738,24738,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,10:33:50,-25.159917,31.701483,36,0,0,0,0,301,3,1,445,2392,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,1
10168,24741,24741,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,13:33:47,-25.159817,31.701433,34.5,0,0,0,0,288,0,5,11,2395,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,0
10169,24744,24744,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,16:33:38,-25.160633,31.7015,34.5,0,0,0,0,307,5,8,85,2398,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,0
10170,24745,24745,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,17:33:41,-25.163817,31.703333,33,0,0,0,0,318,0,4,400,2399,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,1
10171,24746,24746,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,18:33:31,-25.1642,31.70405,28.5,0,0,0,0,310,1,2,84,2400,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,1
10172,24747,24747,SAT2039,2017/09/07 00:00,1899/12/31 00:00:00,19:33:20,-25.165983,31.705233,27.5,0,0,0,0,333,3,4,232,2401,SAT 2039.xlsx,Y,SAT2039,2017/09/07 00:00,1
